created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2020-09-08 06:30:24 KST,110,23.94,65.80,1003.07,5,8,10,,,,
2020-09-08 06:35:25 KST,111,24.11,66.57,1003.02,3,8,8,,,,
2020-09-08 06:40:27 KST,112,24.07,66.24,1002.88,5,9,11,,,,
2020-09-08 06:45:28 KST,113,24.03,66.24,1002.77,5,8,8,,,,
2020-09-08 06:50:30 KST,114,23.95,65.32,1002.99,5,8,9,,,,
2020-09-08 06:55:32 KST,115,23.97,67.50,1003.00,6,10,10,,,,
2020-09-08 07:00:33 KST,116,24.00,68.23,1002.99,7,11,13,,,,
2020-09-08 07:05:35 KST,117,24.21,67.58,1003.22,6,12,13,,,,
2020-09-08 07:10:37 KST,118,24.23,67.64,1003.25,11,16,19,,,,
2020-09-08 07:15:38 KST,119,24.34,68.08,1003.30,11,16,17,,,,
2020-09-08 07:20:40 KST,120,24.43,67.46,1003.34,13,19,19,,,,
2020-09-08 07:25:41 KST,121,24.49,66.36,1003.58,13,22,26,,,,
2020-09-08 07:30:43 KST,122,24.63,66.27,1003.86,15,26,28,,,,
2020-09-08 07:35:44 KST,123,24.67,65.81,1003.91,11,17,20,,,,
2020-09-08 07:40:46 KST,124,24.69,64.25,1004.06,11,15,16,,,,
2020-09-08 07:45:47 KST,125,24.81,64.08,1004.13,8,14,14,,,,
2020-09-08 07:50:49 KST,126,24.85,63.22,1004.19,7,12,13,,,,
2020-09-08 07:55:50 KST,127,25.12,63.52,1004.15,5,8,9,,,,
2020-09-08 08:00:52 KST,128,25.20,62.76,1004.26,5,8,8,,,,
2020-09-08 08:05:54 KST,129,25.20,61.89,1004.29,6,11,11,,,,
2020-09-08 08:10:56 KST,130,25.12,62.00,1004.45,5,9,9,,,,
2020-09-08 08:15:57 KST,131,25.04,62.24,1004.66,5,8,9,,,,
2020-09-08 08:20:59 KST,132,25.04,61.90,1004.63,6,8,11,,,,
2020-09-08 08:26:00 KST,133,25.27,62.59,1004.69,4,6,6,,,,
2020-09-08 08:31:02 KST,134,25.52,61.55,1004.83,3,5,7,,,,
2020-09-08 08:36:03 KST,135,25.65,60.46,1004.82,5,6,8,,,,
2020-09-08 08:41:04 KST,136,25.72,63.16,1004.94,4,7,9,,,,
2020-09-08 08:46:05 KST,137,25.65,60.87,1004.98,5,11,11,,,,
2020-09-08 08:51:07 KST,138,25.61,62.90,1005.13,5,8,10,,,,
2020-09-08 08:56:08 KST,139,25.21,65.21,1005.25,2,4,5,,,,
2020-09-08 09:01:10 KST,140,25.28,63.60,1005.32,3,7,7,,,,
2020-09-08 09:06:11 KST,141,25.48,64.55,1005.31,4,6,7,,,,
2020-09-08 09:11:12 KST,142,25.76,63.68,1005.38,5,8,8,,,,
2020-09-08 09:16:13 KST,143,25.84,63.32,1005.46,4,7,8,,,,
2020-09-08 09:21:15 KST,144,26.05,64.97,1005.61,2,3,5,,,,
2020-09-08 09:26:16 KST,145,26.15,62.24,1005.67,2,3,3,,,,
2020-09-08 09:31:17 KST,146,26.46,62.20,1005.73,3,5,5,,,,
2020-09-08 09:36:19 KST,147,26.59,62.32,1005.77,2,4,5,,,,
2020-09-08 09:41:20 KST,148,26.75,60.97,1005.98,5,8,9,,,,
2020-09-08 09:46:22 KST,149,26.87,60.12,1005.86,5,7,8,,,,
2020-09-08 09:51:23 KST,150,26.82,60.03,1005.89,4,7,8,,,,
2020-09-08 09:56:24 KST,151,26.82,59.94,1005.98,5,8,9,,,,
2020-09-08 10:01:26 KST,152,27.03,60.96,1005.95,3,4,4,,,,
2020-09-08 10:06:27 KST,153,27.18,58.70,1006.01,5,8,8,,,,
2020-09-08 10:11:29 KST,154,27.34,59.33,1006.11,3,5,5,,,,
2020-09-08 10:16:30 KST,155,27.30,60.02,1006.04,4,8,8,,,,
2020-09-08 10:21:31 KST,156,27.38,60.12,1006.04,4,6,6,,,,
2020-09-08 10:26:34 KST,157,27.35,57.79,1006.12,5,9,9,,,,
2020-09-08 10:31:36 KST,158,27.50,56.99,1006.22,6,9,10,,,,
2020-09-08 10:36:37 KST,159,27.39,57.25,1006.23,6,8,9,,,,
2020-09-08 10:41:38 KST,160,27.33,60.90,1006.20,4,6,6,,,,
2020-09-08 10:46:40 KST,161,27.53,59.27,1006.27,6,10,13,,,,
2020-09-08 10:51:41 KST,162,27.62,57.40,1006.22,7,11,11,,,,
2020-09-08 10:56:43 KST,163,27.64,59.90,1006.23,5,8,9,,,,
2020-09-08 11:01:45 KST,164,27.53,58.32,1006.30,6,9,9,,,,
2020-09-08 11:06:47 KST,165,27.58,59.27,1006.20,5,7,8,,,,
2020-09-08 11:11:48 KST,166,27.53,60.92,1006.25,5,8,8,,,,
2020-09-08 11:16:50 KST,167,27.50,60.12,1006.21,5,8,8,,,,
2020-09-08 11:21:52 KST,168,27.57,56.71,1006.25,7,10,11,,,,
2020-09-08 11:26:53 KST,169,27.50,57.99,1006.19,5,8,9,,,,
2020-09-08 11:31:54 KST,170,27.56,58.60,1006.10,9,16,17,,,,
2020-09-08 11:36:56 KST,171,27.55,56.76,1006.12,5,8,8,,,,
2020-09-08 11:41:58 KST,172,27.57,55.22,1006.23,5,7,8,,,,
2020-09-08 11:46:59 KST,173,27.56,57.27,1006.27,2,5,5,,,,
2020-09-08 11:52:01 KST,174,27.64,54.84,1006.03,5,9,9,,,,
2020-09-08 11:57:02 KST,175,27.70,58.63,1006.12,3,5,5,,,,
2020-09-08 12:02:03 KST,176,27.80,57.39,1006.17,4,6,7,,,,
2020-09-08 12:07:05 KST,177,27.88,57.92,1006.24,4,6,7,,,,
2020-09-08 12:12:06 KST,178,27.92,56.10,1006.28,5,7,7,,,,
2020-09-08 12:17:07 KST,179,27.91,56.07,1006.35,6,8,8,,,,
2020-09-08 12:22:09 KST,180,28.09,56.75,1006.32,5,7,8,,,,
2020-09-08 12:27:10 KST,181,28.20,56.13,1006.36,4,8,8,,,,
2020-09-08 12:32:12 KST,182,28.06,55.51,1006.32,5,9,9,,,,
2020-09-08 12:37:14 KST,183,28.12,57.35,1006.41,5,8,9,,,,
2020-09-08 12:42:15 KST,184,28.22,57.00,1006.31,4,8,9,,,,
2020-09-08 12:47:16 KST,185,28.16,57.07,1006.35,4,7,8,,,,
2020-09-08 12:52:18 KST,186,28.20,54.67,1006.47,5,9,9,,,,
2020-09-08 12:57:19 KST,187,28.04,54.32,1006.53,5,10,10,,,,
2020-09-08 13:02:21 KST,188,27.99,55.70,1006.48,5,8,8,,,,
2020-09-08 13:07:23 KST,189,28.08,55.29,1006.55,5,9,9,,,,
2020-09-08 13:12:24 KST,190,28.12,56.42,1006.46,4,7,7,,,,
2020-09-08 13:17:26 KST,191,28.14,56.09,1006.55,6,9,10,,,,
2020-09-08 13:22:28 KST,192,28.52,56.62,1006.70,6,12,15,,,,
2020-09-08 13:27:29 KST,193,28.53,58.20,1006.52,6,9,9,,,,
2020-09-08 13:32:30 KST,194,28.34,57.54,1006.68,6,10,11,,,,
2020-09-08 13:37:32 KST,195,28.24,57.08,1006.67,7,12,13,,,,
2020-09-08 13:42:34 KST,196,28.24,57.63,1006.69,6,11,11,,,,
2020-09-08 13:47:35 KST,197,28.25,56.36,1006.79,7,11,13,,,,
2020-09-08 13:52:37 KST,198,28.17,56.79,1006.78,8,14,14,,,,
2020-09-08 13:57:39 KST,199,28.31,58.29,1006.71,7,11,13,,,,
2020-09-08 14:02:40 KST,200,28.32,58.18,1006.82,7,10,10,,,,
2020-09-08 14:07:41 KST,201,28.16,56.21,1006.67,7,11,12,,,,
2020-09-08 14:12:42 KST,202,28.36,51.40,1006.64,8,12,12,,,,
2020-09-08 14:17:43 KST,203,29.03,49.81,1006.58,9,13,15,,,,
2020-09-08 14:22:45 KST,204,29.00,51.97,1006.56,8,16,16,,,,
2020-09-08 14:27:47 KST,205,29.09,49.71,1006.61,9,15,16,,,,
2020-09-08 14:32:49 KST,206,29.22,51.50,1006.52,12,20,20,,,,
2020-09-08 14:37:50 KST,207,29.30,50.44,1006.51,11,17,18,,,,
2020-09-08 14:42:52 KST,208,29.32,49.66,1006.38,14,20,21,,,,
2020-09-08 14:47:53 KST,209,29.39,50.00,1006.45,14,23,24,,,,
2020-09-08 14:52:55 KST,210,29.37,51.27,1006.52,16,27,28,,,,
2020-09-08 14:57:57 KST,211,29.33,51.51,1006.49,17,24,24,,,,
2020-09-08 15:02:58 KST,212,29.33,54.61,1006.50,15,19,19,,,,
2020-09-08 15:07:59 KST,213,29.21,52.55,1006.65,17,23,25,,,,
2020-09-08 15:13:01 KST,214,29.16,54.00,1006.62,13,22,23,,,,
2020-09-08 15:18:02 KST,215,28.99,52.49,1006.73,16,22,24,,,,
2020-09-08 15:23:03 KST,216,28.89,52.47,1006.67,18,31,33,,,,
2020-09-08 15:28:05 KST,217,28.93,53.05,1006.70,18,25,26,,,,
2020-09-08 15:33:06 KST,218,28.89,53.97,1006.84,17,25,26,,,,
2020-09-08 15:38:08 KST,219,28.77,53.78,1006.83,15,24,24,,,,
2020-09-08 15:43:09 KST,220,28.84,53.97,1006.97,16,23,25,,,,
2020-09-08 15:48:10 KST,221,28.79,54.10,1006.98,14,19,20,,,,
2020-09-08 15:53:12 KST,222,28.84,52.18,1007.02,16,25,26,,,,
2020-09-08 15:58:13 KST,223,28.81,51.82,1007.06,11,21,21,,,,
2020-09-08 16:03:15 KST,224,28.80,50.62,1007.17,15,21,23,,,,
2020-09-08 16:08:16 KST,225,28.72,50.20,1007.10,12,18,19,,,,
2020-09-08 16:13:18 KST,226,28.72,50.15,1007.10,13,20,20,,,,
2020-09-08 16:18:20 KST,227,28.81,48.26,1007.17,11,16,16,,,,
2020-09-08 16:23:21 KST,228,28.72,48.45,1007.11,10,17,18,,,,
2020-09-08 16:28:23 KST,229,28.66,48.04,1007.05,9,13,13,,,,
2020-09-08 16:33:24 KST,230,28.83,49.07,1007.17,11,17,17,,,,
2020-09-08 16:38:26 KST,231,28.82,49.04,1007.30,12,16,16,,,,
2020-09-08 16:43:27 KST,232,28.66,49.80,1007.19,11,16,16,,,,
2020-09-08 16:48:29 KST,233,28.42,47.84,1007.37,11,15,16,,,,
2020-09-08 16:53:30 KST,234,28.35,50.19,1007.40,9,15,17,,,,
2020-09-08 16:58:31 KST,235,28.27,48.14,1007.42,9,14,14,,,,
2020-09-08 17:03:33 KST,236,28.28,50.18,1007.46,7,12,13,,,,
2020-09-08 17:08:34 KST,237,28.26,48.87,1007.50,9,14,14,,,,
2020-09-08 17:13:35 KST,238,28.18,51.71,1007.53,8,12,12,,,,
2020-09-08 17:18:37 KST,239,28.13,50.70,1007.49,10,20,22,,,,
2020-09-08 17:23:38 KST,240,28.10,52.36,1007.38,10,14,15,,,,
2020-09-08 17:28:40 KST,241,28.00,55.98,1007.40,10,18,19,,,,
2020-09-08 17:33:41 KST,242,27.93,52.21,1007.44,12,15,15,,,,
2020-09-08 17:38:43 KST,243,27.94,51.34,1007.37,13,20,21,,,,
2020-09-08 17:43:45 KST,244,27.92,51.49,1007.48,11,16,18,,,,
2020-09-08 17:48:46 KST,245,27.87,51.40,1007.54,9,15,16,,,,
2020-09-08 17:53:47 KST,246,27.78,52.59,1007.55,12,19,20,,,,
2020-09-08 17:58:49 KST,247,27.68,52.01,1007.47,12,19,19,,,,
2020-09-08 18:03:51 KST,248,27.62,52.55,1007.55,12,21,22,,,,
2020-09-08 18:08:53 KST,249,27.54,50.98,1007.59,11,18,19,,,,
2020-09-08 18:13:54 KST,250,27.38,53.15,1007.59,9,16,18,,,,
2020-09-08 18:18:56 KST,251,27.26,51.97,1007.49,9,15,16,,,,
2020-09-08 18:23:58 KST,252,27.17,54.58,1007.54,9,17,17,,,,
2020-09-08 18:28:59 KST,253,27.11,54.81,1007.56,11,16,17,,,,
2020-09-08 18:34:00 KST,254,27.06,53.61,1007.63,10,17,17,,,,
2020-09-08 18:39:02 KST,255,26.98,55.05,1007.61,12,18,18,,,,
2020-09-08 18:44:04 KST,256,26.88,55.53,1007.65,9,14,15,,,,
2020-09-08 18:49:05 KST,257,26.84,52.71,1007.71,11,17,19,,,,
2020-09-08 18:54:07 KST,258,26.77,53.72,1007.68,12,15,15,,,,
2020-09-08 18:59:09 KST,259,26.62,55.51,1007.77,8,13,15,,,,
2020-09-08 19:04:10 KST,260,26.51,54.93,1007.91,8,14,14,,,,
2020-09-08 19:09:11 KST,261,26.44,55.84,1008.04,7,12,13,,,,
2020-09-08 19:14:13 KST,262,26.37,56.19,1008.11,13,18,18,,,,
2020-09-08 19:19:14 KST,263,26.31,55.46,1008.19,13,19,20,,,,
2020-09-08 19:24:16 KST,264,26.26,56.54,1008.33,14,23,23,,,,
2020-09-08 19:29:17 KST,265,26.23,57.91,1008.40,17,25,27,,,,
2020-09-08 19:34:19 KST,266,26.15,58.60,1008.53,14,19,20,,,,
2020-09-08 19:39:21 KST,267,26.07,59.93,1008.67,15,23,23,,,,
2020-09-08 19:44:22 KST,268,26.04,59.31,1008.70,15,23,23,,,,
2020-09-08 19:49:24 KST,269,25.94,59.97,1008.72,14,21,25,,,,
2020-09-08 19:54:25 KST,270,25.90,61.03,1008.88,20,32,34,,,,
2020-09-08 19:59:27 KST,271,25.84,60.91,1008.92,17,28,29,,,,
2020-09-08 20:04:28 KST,272,25.85,61.88,1008.98,21,33,34,,,,
2020-09-08 20:09:30 KST,273,25.82,62.02,1009.02,22,35,36,,,,
2020-09-08 20:14:32 KST,274,25.79,62.87,1009.07,19,27,27,,,,
2020-09-08 20:19:34 KST,275,25.75,63.39,1009.08,23,40,42,,,,
2020-09-08 20:24:35 KST,276,25.68,63.74,1009.06,21,34,38,,,,
2020-09-08 20:29:37 KST,277,25.66,64.15,1009.04,25,44,45,,,,
2020-09-08 20:34:39 KST,278,25.55,64.18,1009.06,23,34,37,,,,
2020-09-08 20:39:41 KST,279,25.50,65.22,1009.08,24,39,42,,,,
2020-09-08 20:44:42 KST,280,25.45,64.00,1009.07,21,31,32,,,,
2020-09-08 20:49:43 KST,281,25.38,65.16,1009.09,23,36,37,,,,
2020-09-08 20:54:45 KST,282,25.34,65.86,1009.16,26,42,45,,,,
2020-09-08 20:59:46 KST,283,25.30,65.43,1009.17,22,39,40,,,,
2020-09-08 21:04:48 KST,284,25.28,65.45,1009.28,20,36,38,,,,
2020-09-08 21:09:49 KST,285,25.30,66.81,1009.27,26,45,45,,,,
2020-09-08 21:14:51 KST,286,25.32,66.37,1009.30,25,47,49,,,,
2020-09-08 21:19:53 KST,287,25.29,66.27,1009.31,28,44,47,,,,
2020-09-08 21:24:54 KST,288,25.29,65.92,1009.31,23,39,43,,,,
2020-09-08 21:29:56 KST,289,25.20,66.11,1009.19,24,40,42,,,,
2020-09-08 21:34:58 KST,290,25.14,65.92,1009.15,22,38,40,,,,
2020-09-08 21:40:00 KST,291,25.12,66.23,1009.16,26,39,40,,,,
2020-09-08 21:45:04 KST,292,25.05,66.20,1009.16,24,47,51,,,,
2020-09-08 21:50:06 KST,293,25.07,67.25,1009.09,26,45,48,,,,
2020-09-08 21:55:07 KST,294,25.04,67.80,1009.22,30,50,51,,,,
2020-09-08 22:00:08 KST,295,25.02,68.41,1009.25,33,51,52,,,,
2020-09-08 22:10:16 KST,296,24.98,64.98,1009.33,23,35,37,,,,
2020-09-08 22:15:17 KST,297,25.00,68.55,1009.38,31,55,58,,,,
2020-09-08 22:20:18 KST,298,25.02,68.67,1009.45,29,48,53,,,,
2020-09-08 22:25:19 KST,299,24.97,65.91,1009.57,23,42,45,,,,
2020-09-08 22:30:21 KST,300,24.98,68.44,1009.53,27,45,48,,,,
2020-09-08 22:35:23 KST,301,25.02,69.91,1009.47,33,53,55,,,,
2020-09-08 22:40:24 KST,302,25.00,67.30,1009.46,26,44,50,,,,
2020-09-08 22:45:26 KST,303,24.98,68.79,1009.48,28,47,49,,,,
2020-09-08 22:50:27 KST,304,25.00,70.02,1009.49,35,58,60,,,,
2020-09-08 22:55:28 KST,305,24.96,69.16,1009.52,32,53,56,,,,
2020-09-08 23:00:30 KST,306,24.94,71.44,1009.46,42,71,77,,,,
2020-09-08 23:05:31 KST,307,24.94,71.54,1009.40,38,65,68,,,,
2020-09-08 23:10:33 KST,308,24.94,68.78,1009.30,31,51,52,,,,
2020-09-08 23:15:35 KST,309,24.92,68.64,1009.39,30,53,54,,,,
2020-09-08 23:20:36 KST,310,24.91,67.62,1009.40,31,52,55,,,,
2020-09-08 23:25:38 KST,311,24.91,70.74,1009.45,37,61,67,,,,
2020-09-08 23:30:39 KST,312,24.90,70.76,1009.41,36,64,67,,,,
2020-09-08 23:35:41 KST,313,24.85,69.56,1009.38,35,58,60,,,,
2020-09-08 23:40:42 KST,314,24.80,69.69,1009.28,31,57,60,,,,
2020-09-08 23:45:44 KST,315,24.82,69.88,1009.29,36,55,56,,,,
2020-09-08 23:50:46 KST,316,24.74,67.24,1009.29,29,50,51,,,,
2020-09-08 23:55:47 KST,317,24.79,68.23,1009.34,31,52,52,,,,
2020-09-09 00:00:48 KST,318,24.84,69.22,1009.34,36,58,62,,,,
2020-09-09 00:05:50 KST,319,24.82,69.80,1009.27,37,61,62,,,,
2020-09-09 00:10:52 KST,320,24.84,68.91,1009.26,33,56,61,,,,
2020-09-09 00:15:53 KST,321,24.90,70.75,1009.30,37,63,66,,,,
2020-09-09 00:20:54 KST,322,24.85,67.28,1009.23,29,53,57,,,,
2020-09-09 00:25:56 KST,323,24.94,68.31,1009.14,29,54,59,,,,
2020-09-09 00:30:57 KST,324,24.95,69.80,1009.19,37,61,62,,,,
2020-09-09 00:35:59 KST,325,24.89,71.42,1009.19,41,74,79,,,,
2020-09-09 00:41:00 KST,326,24.83,71.03,1009.22,38,60,63,,,,
2020-09-09 00:46:02 KST,327,24.85,72.61,1009.11,39,72,77,,,,
2020-09-09 00:51:04 KST,328,24.75,72.68,1009.17,42,72,76,,,,
2020-09-09 00:56:05 KST,329,24.75,72.49,1009.30,38,72,76,,,,
2020-09-09 01:01:07 KST,330,24.79,73.48,1009.29,43,70,73,,,,
2020-09-09 01:06:08 KST,331,24.73,71.59,1009.26,38,73,76,,,,
2020-09-09 01:11:10 KST,332,24.76,72.43,1009.28,41,63,69,,,,
2020-09-09 01:16:11 KST,333,24.76,72.82,1009.31,41,73,78,,,,
2020-09-09 01:21:12 KST,334,24.73,72.42,1009.24,38,69,72,,,,
2020-09-09 01:26:14 KST,335,24.74,73.16,1009.15,38,69,70,,,,
2020-09-09 01:31:16 KST,336,24.71,71.99,1009.10,36,65,70,,,,
2020-09-09 01:36:17 KST,337,24.73,72.51,1009.17,38,65,69,,,,
2020-09-09 01:41:18 KST,338,24.73,71.82,1009.10,35,56,57,,,,
2020-09-09 01:46:20 KST,339,24.70,70.67,1009.12,29,46,47,,,,
2020-09-09 01:51:21 KST,340,24.74,73.03,1009.08,37,66,71,,,,
2020-09-09 01:56:23 KST,341,24.70,73.38,1008.93,37,65,65,,,,
